Time (Day);ProduktA;ProduktB;ProduktC;ProduktD;;;
425;1126,86;2479,42;2904,31;3200,42;
426;1034,93;2359,64;2281,56;2855,03;
427;1099,93;2438,58;2774,99;3143;
428;1150,96;2504,59;3111,98;3369,12;
429;1153,93;2511,23;3097,4;3403,24;
430;1111,71;2462,58;2756,8;3230,67;
431;1022,74;2354,6;2113,9;2872,12;
432;996,741;2323,57;1970,42;2769,06;
433;1140,02;2509,67;2987,52;3353,41;
434;1081,37;2444,59;2528,73;3111,92;
435;1034,73;2391,77;2206,61;2923,34;
436;1041,76;2405,29;2290,32;2957,45;
437;981,208;2333,07;1905,11;2713,69;
438;951,887;2299,45;1759,52;2592,02;
439;1067,64;2451,53;2604,59;3055,21;
440;1122,99;2530,65;2962,37;3276,47;
441;1071,2;2474,69;2553,19;3058,12;
442;961,185;2341,84;1781,01;2598,93;
443;1008,22;2404,81;2152,28;2780,61;
444;1025,86;2433,01;2274,04;2832,83;
445;1130,66;2574,07;2964,34;3235,45;
446;1076,73;2515,44;2508,3;2993,71;
447;1039,75;2473,82;2224,95;2827,04;
448;1028,71;2462,5;2149,01;2768,38;
449;1083,05;2534,58;2513,12;2968,31;
450;1192,74;2861,36;2588,97;3240,16;
451;1044,78;2507,24;2087,03;2740,35;
452;1102,2;2537,74;2486,66;2952,78;
453;1157,89;2550,7;2838,02;3161;
454;1026,33;2475,67;1875,21;2603,04;
455;1131,65;2605,16;2620,47;3010,41;
456;1077,41;2534,11;2208,08;2767,47;
457;1203,43;2679,67;3084,7;3273,7;
458;1177,27;2631,71;2830,91;3154,62;
459;1027,88;2443,3;1765,99;2535,15;
460;1018,06;2418,86;1769,66;2495;
461;1010,36;2397,46;1777,96;2457,49;
462;1210;2640,24;3205,87;3270,79;
463;1023,66;2398,49;1857,39;2503,65;
464;1138,78;2532,53;2714,65;2981,07;
465;1038,76;2396,75;2028,32;2584,79;
466;1190,87;2580,71;3116,39;3212,67;
467;1092,5;2453,1;2375,9;2807,36;
468;1175,88;2555,15;2938,13;3139,18;
469;1037,68;2376,79;1952,04;2576,51;
470;1156,87;2523,31;2809,13;3061,6;
471;1154,43;2520,18;2758,52;3053,48;
472;1092,48;2442,58;2299,52;2795,9;
473;1125,06;2482,86;2545,45;2934,91;
474;1148,04;2513,66;2699,62;3033,7;
475;1029,6;2364,67;1884,03;2558,89;
476;1089,07;2439,91;2352,18;2807,24;
477;1017,92;2351,21;1890,4;2525,46;
478;1050,2;2392,01;2185,76;2671,21;
479;1091,01;2446,43;2505,89;2847,91;
480;1005,49;2341,66;1933,96;2507,64;
481;1114,27;2481,61;2748,16;2966,93;
