Time (Day);ProduktA;ProduktB;ProduktC;ProduktD;
484;1077,88;2429,11;2438,33;2903,36;
485;1080,51;2432,57;2776,98;2907,25;
486;1065,5;2414,39;2984,17;2891,13;
487;1075,26;2427,83;2792,84;2907,2;
488;1094,47;2454,65;2600,57;2902,21;
489;1113,84;2483,22;2365,52;2914,06;
490;1114,37;2489,26;2070,1;2897,18;
491;1109,86;2489,48;2293,75;2905,4;
492;1098,23;2480,81;2323,04;2912,81;
493;1078,09;2461,24;2137,14;2906,96;
494;1082,13;2471,98;2330,95;2908,36;
495;1080,69;2475,83;2263,96;2914,63;
496;1067,05;2463,63;2443,03;2896,84;
497;1071,07;2472,96;2821,96;2892,36;
498;1064,55;2468,57;2321,48;2874,01;
499;1070,95;2480,06;2763,84;2863,87;
500;1093,84;2512,73;2758,46;2863,08;
501;1074,09;2491,47;2370,77;2845,3;
502;1097,32;2523,73;2486,97;2851,39;
503;1105,34;2537,17;2562,79;2869,28;
504;1090,49;2521,13;2464,21;2890,87;
505;1096;2529,9;2785,22;2896,14;
506;1102,32;2539,37;2377,2;2896,13;
507;1099,9;2537,01;2807,26;2887,98;
508;1119,82;2562,48;2709,6;2869;
509;1104,23;2542,54;2615,15;2871,54;
510;1127,29;2570,37;2553,98;2869,54;
511;1129,75;2572,24;2772,15;2855,59;
512;1129,45;2569,97;2421,65;2858,42;
513;1128,41;2566,04;2604,31;2851,82;
514;1142,14;2580,4;2286,58;2857,82;
515;1127,21;2558;2092,27;2881,73;
516;1134,93;2563,5;2321,98;2865,6;
517;1117,39;2536,54;2286,72;2890,22;
518;1099,13;2507,5;2141,2;2902,66;
519;1101,35;2503,67;2115,29;2892,67;
520;1093,9;2487,62;2529,17;2900,86;
521;1078,86;2461,54;2679,13;2910,69;
522;1067,55;2439,92;2437,99;2912,94;
523;1081,65;2450,69;2707,33;2937,67;
524;1090,53;2456,14;2441,66;2929,62;
525;1080,08;2438,22;2518,64;2948,82;
526;1093,67;2451,5;2144,1;2951,47;
527;1082,58;2434,85;2131,98;2954,22;
528;1085,49;2436,8;2555,19;2956,84;
529;1064,52;2409,67;2484,44;2958,95;
530;1056,24;2398,92;2266,06;2953,8;
531;1073,87;2421,93;2265,69;2961,01;
532;1073,21;2423,41;2643,71;2952,68;
